timestamp,platform_type,platform_model,platform_id,mission_type,zone,event_details,weapons_used,detections,casualties_reported,battery_or_fuel,mission_outcome,summary
2025-02-14 09:48:38,Jet,JAS 39,JAS 39-402,Patrol,Sector B1,Camera capture: collected 478 images. Detected 2 suspicious object(s).,Unguided Rocket,478,0,76% fuel,Mission Completed,JAS 39-402 performed Patrol in Sector B1. Detected 478 suspicious objects. Outcome: Mission Completed
2025-06-17 04:57:38,Drone,RQ-11,RQ-11-74,Close Air Support,Perimeter North,Engagement: fired Missile at fuel depot. Confirmed hits: 1. Estimated casualties: 0.,Missile,0,0,62% battery,Return to Base - Low Fuel,RQ-11-74 conducted a Close Air Support in Perimeter North. Weapons used: Missile. Outcome: Return to Base - Low Fuel
2025-01-21 17:59:38,Drone,MQ-1,MQ-1-24,Reconnaissance,Hilltop 4,RADAR capture: collected 102 images. No suspicious objects detected.,None,0,0,80% battery,Mission Completed,MQ-1-24 performed Reconnaissance in Hilltop 4. No suspicious objects detected. Outcome: Mission Completed
2025-05-21 22:14:38,Drone,MQ-9,MQ-9-13,Reconnaissance,Hilltop 4,Camera capture: collected 75 images. Detected 1 suspicious object(s).,None,75,0,18% battery,Return to Base - Low Fuel,MQ-9-13 performed Reconnaissance in Hilltop 4. Detected 75 suspicious objects. Outcome: Return to Base - Low Fuel
2025-08-17 21:36:38,Jet,F-18,F-18-561,Strike/Attack,Hilltop 4,Engagement: fired Missile at radar installation. Confirmed hits: 1. Estimated casualties: 1.,Missile,0,1,59% fuel,Mission Completed,F-18-561 conducted a Strike/Attack in Hilltop 4. Weapons used: Missile. Outcome: Mission Completed
2025-02-02 23:00:38,Jet,MiG-29,MiG-29-904,Reconnaissance,Perimeter North,Thermal Sensor capture: collected 357 images. Detected 2 suspicious object(s).,Missile,357,0,62% fuel,Aborted - Mechanical,MiG-29-904 performed Reconnaissance in Perimeter North. Detected 357 suspicious objects. Outcome: Aborted - Mechanical
2025-08-11 06:57:38,Jet,F-18,F-18-664,Surveillance,Sector B1,Camera capture: collected 440 images. Detected 1 suspicious object(s).,Unguided Rocket,440,0,30% fuel,Mission Completed,F-18-664 performed Surveillance in Sector B1. Detected 440 suspicious objects. Outcome: Mission Completed
2025-08-03 12:44:38,Drone,Grey Eagle,Grey Eagle-10,Surveillance,Corridor 7,RADAR capture: collected 307 images. Detected 3 suspicious object(s).,None,307,0,14% battery,Target Engaged,Grey Eagle-10 performed Surveillance in Corridor 7. Detected 307 suspicious objects. Outcome: Target Engaged
2025-07-13 11:46:38,Jet,MiG-29,MiG-29-474,Electronic Warfare,Sector B2,Engagement: fired Missile at fuel depot. Confirmed hits: 2. Estimated casualties: 3.,Missile,0,3,70% fuel,Mission Completed,MiG-29-474 conducted a Electronic Warfare in Sector B2. Weapons used: Missile. Outcome: Mission Completed
2025-07-26 09:02:38,Jet,JAS 39,JAS 39-110,Patrol,Sector B2,Thermal Sensor capture: collected 397 images. No suspicious objects detected.,Camera,0,0,27% fuel,Target Engaged,JAS 39-110 performed Patrol in Sector B2. No suspicious objects detected. Outcome: Target Engaged
2024-10-04 19:40:38,Drone,Grey Eagle,Grey Eagle-94,Electronic Warfare,Zone X5,Engagement: fired Missile at hostile personnel. Confirmed hits: 0. Estimated casualties: 1.,Missile,0,1,57% battery,Mission Completed,Grey Eagle-94 conducted a Electronic Warfare in Zone X5. Weapons used: Missile. Outcome: Mission Completed
2025-05-04 12:54:38,Drone,Hermes 450,Hermes 450-47,Electronic Warfare,Checkpoint Delta,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 1. Estimated casualties: 5.,Precision-Guided Munition,0,5,43% battery,Target Engaged,Hermes 450-47 conducted a Electronic Warfare in Checkpoint Delta. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-07-12 08:49:38,Drone,Bayraktar,Bayraktar-84,Electronic Warfare,Zone X5,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 2. Estimated casualties: 0.,Unguided Rocket,0,0,76% battery,Aborted - Weather,Bayraktar-84 conducted a Electronic Warfare in Zone X5. Weapons used: Unguided Rocket. Outcome: Aborted - Weather
2024-09-18 04:48:38,Jet,F-18,F-18-911,Electronic Warfare,Hilltop 4,Engagement: fired Cannon at enemy outpost. Confirmed hits: 1. Estimated casualties: 0.,Cannon,0,0,14% fuel,Target Engaged,F-18-911 conducted a Electronic Warfare in Hilltop 4. Weapons used: Cannon. Outcome: Target Engaged
2025-03-19 07:37:38,Jet,MiG-29,MiG-29-253,Reconnaissance,Sector B1,RADAR capture: collected 428 images. No suspicious objects detected.,Camera,0,0,58% fuel,Return to Base - Low Fuel,MiG-29-253 performed Reconnaissance in Sector B1. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2024-12-31 06:02:38,Drone,Bayraktar,Bayraktar-87,Electronic Warfare,Checkpoint Delta,Engagement: fired Precision-Guided Munition at hostile personnel. Confirmed hits: 1. Estimated casualties: 0.,Precision-Guided Munition,0,0,26% battery,Target Engaged,Bayraktar-87 conducted a Electronic Warfare in Checkpoint Delta. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-07-04 15:55:38,Drone,MQ-1,MQ-1-81,Close Air Support,Sector A1,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 1. Estimated casualties: 3.,Unguided Rocket,0,3,61% battery,Target Engaged,MQ-1-81 conducted a Close Air Support in Sector A1. Weapons used: Unguided Rocket. Outcome: Target Engaged
2024-10-27 18:20:38,Drone,Grey Eagle,Grey Eagle-94,Patrol,Zone X3,Thermal Sensor capture: collected 320 images. Detected 4 suspicious object(s).,None,320,0,62% battery,Target Engaged,Grey Eagle-94 performed Patrol in Zone X3. Detected 320 suspicious objects. Outcome: Target Engaged
2024-12-09 11:35:38,Drone,Hermes 450,Hermes 450-85,Close Air Support,Zone X3,Engagement: fired Cannon at fuel depot. Confirmed hits: 0. Estimated casualties: 0.,Cannon,0,0,58% battery,Aborted - Mechanical,Hermes 450-85 conducted a Close Air Support in Zone X3. Weapons used: Cannon. Outcome: Aborted - Mechanical
2025-08-31 01:44:38,Drone,RQ-11,RQ-11-26,Close Air Support,Corridor 7,Engagement: fired Precision-Guided Munition at enemy outpost. Confirmed hits: 1. Estimated casualties: 2.,Precision-Guided Munition,0,2,88% battery,Target Engaged,RQ-11-26 conducted a Close Air Support in Corridor 7. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-07-20 05:44:38,Drone,RQ-11,RQ-11-62,Patrol,Sector B1,RADAR capture: collected 10 images. Detected 3 suspicious object(s).,None,10,0,15% battery,No Target Found,RQ-11-62 performed Patrol in Sector B1. Detected 10 suspicious objects. Outcome: No Target Found
2025-03-13 06:43:38,Jet,MiG-29,MiG-29-921,Electronic Warfare,Perimeter North,Engagement: fired Precision-Guided Munition at radar installation. Confirmed hits: 2. Estimated casualties: 0.,Precision-Guided Munition,0,0,37% fuel,Target Engaged,MiG-29-921 conducted a Electronic Warfare in Perimeter North. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-04-11 20:04:38,Drone,RQ-11,RQ-11-37,Close Air Support,Corridor 7,Engagement: fired Precision-Guided Munition at armored vehicle. Confirmed hits: 0. Estimated casualties: 3.,Precision-Guided Munition,0,3,10% battery,Aborted - Mechanical,RQ-11-37 conducted a Close Air Support in Corridor 7. Weapons used: Precision-Guided Munition. Outcome: Aborted - Mechanical
2024-11-07 16:19:38,Drone,Grey Eagle,Grey Eagle-41,Electronic Warfare,Zone X5,Engagement: fired Unguided Rocket at radar installation. Confirmed hits: 1. Estimated casualties: 3.,Unguided Rocket,0,3,64% battery,Target Engaged,Grey Eagle-41 conducted a Electronic Warfare in Zone X5. Weapons used: Unguided Rocket. Outcome: Target Engaged
2025-06-24 05:22:38,Jet,F-18,F-18-873,Reconnaissance,Perimeter North,RADAR capture: collected 101 images. Detected 2 suspicious object(s).,Unguided Rocket,101,0,66% fuel,Mission Completed,F-18-873 performed Reconnaissance in Perimeter North. Detected 101 suspicious objects. Outcome: Mission Completed
2024-11-24 08:59:38,Jet,JAS 39,JAS 39-452,Patrol,Perimeter North,Thermal Sensor capture: collected 392 images. Detected 1 suspicious object(s).,Precision-Guided Munition,392,0,94% fuel,Return to Base - Low Fuel,JAS 39-452 performed Patrol in Perimeter North. Detected 392 suspicious objects. Outcome: Return to Base - Low Fuel
2025-06-23 07:36:38,Drone,MQ-1,MQ-1-66,Electronic Warfare,Zone X5,Engagement: fired Missile at armored vehicle. Confirmed hits: 2. Estimated casualties: 5.,Missile,0,5,10% battery,Return to Base - Low Fuel,MQ-1-66 conducted a Electronic Warfare in Zone X5. Weapons used: Missile. Outcome: Return to Base - Low Fuel
2024-10-16 20:06:38,Drone,Bayraktar,Bayraktar-77,Electronic Warfare,Sector A2,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 0. Estimated casualties: 5.,Precision-Guided Munition,0,5,59% battery,Return to Base - Low Fuel,Bayraktar-77 conducted a Electronic Warfare in Sector A2. Weapons used: Precision-Guided Munition. Outcome: Return to Base - Low Fuel
2025-09-14 06:55:38,Jet,JAS 39,JAS 39-771,Close Air Support,Zone X3,Engagement: fired Cannon at enemy outpost. Confirmed hits: 2. Estimated casualties: 0.,Cannon,0,0,30% fuel,Return to Base - Low Fuel,JAS 39-771 conducted a Close Air Support in Zone X3. Weapons used: Cannon. Outcome: Return to Base - Low Fuel
2025-06-06 10:06:38,Jet,MiG-29,MiG-29-134,Close Air Support,Corridor 7,Engagement: fired Missile at radar installation. Confirmed hits: 0. Estimated casualties: 1.,Missile,0,1,35% fuel,No Target Found,MiG-29-134 conducted a Close Air Support in Corridor 7. Weapons used: Missile. Outcome: No Target Found
2025-08-23 00:17:38,Drone,RQ-11,RQ-11-36,Electronic Warfare,Zone X5,Engagement: fired Missile at radar installation. Confirmed hits: 0. Estimated casualties: 5.,Missile,0,5,100% battery,Mission Completed,RQ-11-36 conducted a Electronic Warfare in Zone X5. Weapons used: Missile. Outcome: Mission Completed
2025-07-09 23:14:38,Drone,Hermes 450,Hermes 450-37,Patrol,Corridor 7,Camera capture: collected 427 images. Detected 1 suspicious object(s).,None,427,0,34% battery,Target Engaged,Hermes 450-37 performed Patrol in Corridor 7. Detected 427 suspicious objects. Outcome: Target Engaged
2025-04-11 03:58:38,Jet,JAS 39,JAS 39-104,Strike/Attack,Sector B1,Engagement: fired Precision-Guided Munition at radar installation. Confirmed hits: 1. Estimated casualties: 1.,Precision-Guided Munition,0,1,19% fuel,Return to Base - Low Fuel,JAS 39-104 conducted a Strike/Attack in Sector B1. Weapons used: Precision-Guided Munition. Outcome: Return to Base - Low Fuel
2025-09-05 02:16:38,Jet,JAS 39,JAS 39-932,Close Air Support,Zone X3,Engagement: fired Cannon at radar installation. Confirmed hits: 1. Estimated casualties: 1.,Cannon,0,1,63% fuel,No Target Found,JAS 39-932 conducted a Close Air Support in Zone X3. Weapons used: Cannon. Outcome: No Target Found
2025-03-29 08:42:38,Drone,Bayraktar,Bayraktar-15,Strike/Attack,Sector A2,Engagement: fired Missile at enemy outpost. Confirmed hits: 1. Estimated casualties: 2.,Missile,0,2,55% battery,Target Engaged,Bayraktar-15 conducted a Strike/Attack in Sector A2. Weapons used: Missile. Outcome: Target Engaged
2024-11-01 00:35:38,Drone,Grey Eagle,Grey Eagle-34,Reconnaissance,Zone X3,Camera capture: collected 393 images. Detected 2 suspicious object(s).,None,393,0,32% battery,Target Engaged,Grey Eagle-34 performed Reconnaissance in Zone X3. Detected 393 suspicious objects. Outcome: Target Engaged
2025-08-29 18:23:38,Jet,MiG-29,MiG-29-687,Strike/Attack,Sector B1,Engagement: fired Missile at enemy outpost. Confirmed hits: 1. Estimated casualties: 1.,Missile,0,1,31% fuel,Mission Completed,MiG-29-687 conducted a Strike/Attack in Sector B1. Weapons used: Missile. Outcome: Mission Completed
2024-11-14 14:35:38,Drone,Hermes 450,Hermes 450-46,Reconnaissance,Sector A2,RADAR capture: collected 499 images. Detected 4 suspicious object(s).,None,499,0,79% battery,Return to Base - Low Fuel,Hermes 450-46 performed Reconnaissance in Sector A2. Detected 499 suspicious objects. Outcome: Return to Base - Low Fuel
2025-07-05 20:23:38,Jet,Typhoon,Typhoon-735,Strike/Attack,Checkpoint Delta,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 2. Estimated casualties: 0.,Unguided Rocket,0,0,78% fuel,Mission Completed,Typhoon-735 conducted a Strike/Attack in Checkpoint Delta. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-03-11 00:47:38,Jet,F-18,F-18-653,Surveillance,Corridor 7,Thermal Sensor capture: collected 361 images. No suspicious objects detected.,None,0,0,94% fuel,Target Engaged,F-18-653 performed Surveillance in Corridor 7. No suspicious objects detected. Outcome: Target Engaged
2025-03-28 05:58:38,Jet,F-16,F-16-112,Patrol,Sector B2,RADAR capture: collected 176 images. Detected 2 suspicious object(s).,Precision-Guided Munition,176,0,38% fuel,Mission Completed,F-16-112 performed Patrol in Sector B2. Detected 176 suspicious objects. Outcome: Mission Completed
2025-03-08 23:03:38,Jet,MiG-29,MiG-29-375,Electronic Warfare,Hilltop 4,Engagement: fired Cannon at hostile personnel. Confirmed hits: 1. Estimated casualties: 2.,Cannon,0,2,94% fuel,No Target Found,MiG-29-375 conducted a Electronic Warfare in Hilltop 4. Weapons used: Cannon. Outcome: No Target Found
2025-07-03 16:28:38,Jet,F-18,F-18-386,Electronic Warfare,Sector B1,Engagement: fired Precision-Guided Munition at enemy outpost. Confirmed hits: 1. Estimated casualties: 0.,Precision-Guided Munition,0,0,76% fuel,Target Engaged,F-18-386 conducted a Electronic Warfare in Sector B1. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-05-14 12:03:38,Jet,MiG-29,MiG-29-249,Patrol,Sector B1,Camera capture: collected 225 images. Detected 4 suspicious object(s).,Precision-Guided Munition,225,0,85% fuel,Target Engaged,MiG-29-249 performed Patrol in Sector B1. Detected 225 suspicious objects. Outcome: Target Engaged
2025-07-01 13:17:38,Jet,F-18,F-18-407,Strike/Attack,Corridor 7,Engagement: fired Missile at armored vehicle. Confirmed hits: 0. Estimated casualties: 0.,Missile,0,0,37% fuel,Target Engaged,F-18-407 conducted a Strike/Attack in Corridor 7. Weapons used: Missile. Outcome: Target Engaged
2025-03-17 23:27:38,Drone,Bayraktar,Bayraktar-96,Strike/Attack,Zone X3,Engagement: fired Unguided Rocket at radar installation. Confirmed hits: 1. Estimated casualties: 0.,Unguided Rocket,0,0,62% battery,Mission Completed,Bayraktar-96 conducted a Strike/Attack in Zone X3. Weapons used: Unguided Rocket. Outcome: Mission Completed
2024-12-12 21:14:38,Drone,Hermes 450,Hermes 450-74,Patrol,Corridor 7,RADAR capture: collected 176 images. Detected 4 suspicious object(s).,None,176,0,20% battery,Aborted - Mechanical,Hermes 450-74 performed Patrol in Corridor 7. Detected 176 suspicious objects. Outcome: Aborted - Mechanical
2025-08-07 22:18:38,Jet,F-18,F-18-746,Reconnaissance,Sector B1,Camera capture: collected 333 images. Detected 3 suspicious object(s).,None,333,0,25% fuel,Aborted - Mechanical,F-18-746 performed Reconnaissance in Sector B1. Detected 333 suspicious objects. Outcome: Aborted - Mechanical
2025-07-21 08:17:38,Jet,Typhoon,Typhoon-768,Strike/Attack,Zone X3,Engagement: fired Cannon at fuel depot. Confirmed hits: 1. Estimated casualties: 5.,Cannon,0,5,80% fuel,Target Engaged,Typhoon-768 conducted a Strike/Attack in Zone X3. Weapons used: Cannon. Outcome: Target Engaged
2024-11-18 11:07:38,Jet,F-18,F-18-271,Reconnaissance,Sector A1,RADAR capture: collected 348 images. Detected 1 suspicious object(s).,Cannon,348,0,100% fuel,Mission Completed,F-18-271 performed Reconnaissance in Sector A1. Detected 348 suspicious objects. Outcome: Mission Completed
2025-05-15 04:55:38,Drone,Bayraktar,Bayraktar-14,Surveillance,Sector A2,RADAR capture: collected 23 images. Detected 3 suspicious object(s).,None,23,0,20% battery,Mission Completed,Bayraktar-14 performed Surveillance in Sector A2. Detected 23 suspicious objects. Outcome: Mission Completed
2025-01-09 19:39:38,Drone,RQ-11,RQ-11-84,Electronic Warfare,Zone X3,Engagement: fired Cannon at fuel depot. Confirmed hits: 1. Estimated casualties: 0.,Cannon,0,0,77% battery,Return to Base - Low Fuel,RQ-11-84 conducted a Electronic Warfare in Zone X3. Weapons used: Cannon. Outcome: Return to Base - Low Fuel
2025-05-16 02:47:38,Drone,RQ-11,RQ-11-85,Strike/Attack,Zone X5,Engagement: fired Unguided Rocket at radar installation. Confirmed hits: 2. Estimated casualties: 0.,Unguided Rocket,0,0,99% battery,Target Engaged,RQ-11-85 conducted a Strike/Attack in Zone X5. Weapons used: Unguided Rocket. Outcome: Target Engaged
2025-02-19 23:22:38,Jet,JAS 39,JAS 39-545,Close Air Support,Corridor 7,Engagement: fired Missile at radar installation. Confirmed hits: 0. Estimated casualties: 2.,Missile,0,2,44% fuel,Aborted - Mechanical,JAS 39-545 conducted a Close Air Support in Corridor 7. Weapons used: Missile. Outcome: Aborted - Mechanical
2025-06-08 16:14:38,Jet,MiG-29,MiG-29-410,Surveillance,Sector A1,RADAR capture: collected 156 images. Detected 4 suspicious object(s).,None,156,0,93% fuel,Return to Base - Low Fuel,MiG-29-410 performed Surveillance in Sector A1. Detected 156 suspicious objects. Outcome: Return to Base - Low Fuel
2025-07-16 19:42:38,Jet,Typhoon,Typhoon-109,Electronic Warfare,Zone X3,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 1. Estimated casualties: 2.,Unguided Rocket,0,2,76% fuel,Target Engaged,Typhoon-109 conducted a Electronic Warfare in Zone X3. Weapons used: Unguided Rocket. Outcome: Target Engaged
2025-03-26 19:08:38,Drone,MQ-1,MQ-1-92,Patrol,Perimeter North,RADAR capture: collected 50 images. Detected 3 suspicious object(s).,None,50,0,88% battery,Return to Base - Low Fuel,MQ-1-92 performed Patrol in Perimeter North. Detected 50 suspicious objects. Outcome: Return to Base - Low Fuel
2025-01-30 01:04:38,Jet,Typhoon,Typhoon-764,Patrol,Corridor 7,Camera capture: collected 446 images. No suspicious objects detected.,Camera,0,0,42% fuel,Mission Completed,Typhoon-764 performed Patrol in Corridor 7. No suspicious objects detected. Outcome: Mission Completed
2025-05-23 18:12:38,Jet,JAS 39,JAS 39-563,Strike/Attack,Hilltop 4,Engagement: fired Missile at armored vehicle. Confirmed hits: 0. Estimated casualties: 3.,Missile,0,3,7% fuel,Mission Completed,JAS 39-563 conducted a Strike/Attack in Hilltop 4. Weapons used: Missile. Outcome: Mission Completed
2024-09-18 18:57:38,Drone,MQ-9,MQ-9-35,Reconnaissance,Checkpoint Delta,Thermal Sensor capture: collected 87 images. No suspicious objects detected.,None,0,0,63% battery,Mission Completed,MQ-9-35 performed Reconnaissance in Checkpoint Delta. No suspicious objects detected. Outcome: Mission Completed
2025-03-02 14:45:38,Jet,Typhoon,Typhoon-574,Patrol,Sector A1,Camera capture: collected 394 images. No suspicious objects detected.,Thermal Sensor,0,0,55% fuel,Mission Completed,Typhoon-574 performed Patrol in Sector A1. No suspicious objects detected. Outcome: Mission Completed
2024-09-20 15:41:38,Jet,MiG-29,MiG-29-296,Strike/Attack,Perimeter North,Engagement: fired Cannon at enemy outpost. Confirmed hits: 2. Estimated casualties: 0.,Cannon,0,0,99% fuel,Forced Landing,MiG-29-296 conducted a Strike/Attack in Perimeter North. Weapons used: Cannon. Outcome: Forced Landing
2025-08-20 18:22:38,Drone,Bayraktar,Bayraktar-95,Surveillance,Corridor 7,Thermal Sensor capture: collected 209 images. Detected 1 suspicious object(s).,None,209,0,15% battery,No Target Found,Bayraktar-95 performed Surveillance in Corridor 7. Detected 209 suspicious objects. Outcome: No Target Found
2024-12-24 23:48:38,Drone,MQ-9,MQ-9-62,Patrol,Zone X3,Camera capture: collected 36 images. Detected 1 suspicious object(s).,None,36,0,65% battery,Mission Completed,MQ-9-62 performed Patrol in Zone X3. Detected 36 suspicious objects. Outcome: Mission Completed
2025-01-16 11:54:38,Drone,MQ-9,MQ-9-75,Surveillance,Perimeter North,RADAR capture: collected 307 images. Detected 4 suspicious object(s).,None,307,0,57% battery,Return to Base - Low Fuel,MQ-9-75 performed Surveillance in Perimeter North. Detected 307 suspicious objects. Outcome: Return to Base - Low Fuel
2025-03-07 07:55:38,Drone,MQ-1,MQ-1-64,Surveillance,Hilltop 4,RADAR capture: collected 40 images. Detected 2 suspicious object(s).,None,40,0,78% battery,Return to Base - Low Fuel,MQ-1-64 performed Surveillance in Hilltop 4. Detected 40 suspicious objects. Outcome: Return to Base - Low Fuel
2025-08-10 23:43:38,Drone,Bayraktar,Bayraktar-30,Strike/Attack,Corridor 7,Engagement: fired Missile at hostile personnel. Confirmed hits: 0. Estimated casualties: 5.,Missile,0,5,58% battery,Aborted - Mechanical,Bayraktar-30 conducted a Strike/Attack in Corridor 7. Weapons used: Missile. Outcome: Aborted - Mechanical
2025-06-27 21:26:38,Drone,MQ-9,MQ-9-6,Electronic Warfare,Checkpoint Delta,Engagement: fired Missile at hostile personnel. Confirmed hits: 1. Estimated casualties: 3.,Missile,0,3,54% battery,Mission Completed,MQ-9-6 conducted a Electronic Warfare in Checkpoint Delta. Weapons used: Missile. Outcome: Mission Completed
2024-12-05 14:25:38,Jet,Typhoon,Typhoon-988,Close Air Support,Corridor 7,Engagement: fired Cannon at enemy outpost. Confirmed hits: 1. Estimated casualties: 1.,Cannon,0,1,74% fuel,Aborted - Mechanical,Typhoon-988 conducted a Close Air Support in Corridor 7. Weapons used: Cannon. Outcome: Aborted - Mechanical
2024-09-24 07:46:38,Drone,Grey Eagle,Grey Eagle-65,Electronic Warfare,Sector B1,Engagement: fired Missile at fuel depot. Confirmed hits: 1. Estimated casualties: 5.,Missile,0,5,18% battery,No Target Found,Grey Eagle-65 conducted a Electronic Warfare in Sector B1. Weapons used: Missile. Outcome: No Target Found
2025-06-23 16:31:38,Jet,MiG-29,MiG-29-636,Patrol,Checkpoint Delta,Thermal Sensor capture: collected 154 images. Detected 2 suspicious object(s).,Cannon,154,0,46% fuel,Mission Completed,MiG-29-636 performed Patrol in Checkpoint Delta. Detected 154 suspicious objects. Outcome: Mission Completed
2024-12-26 15:23:38,Drone,RQ-11,RQ-11-17,Reconnaissance,Sector A1,Camera capture: collected 108 images. No suspicious objects detected.,None,0,0,59% battery,No Target Found,RQ-11-17 performed Reconnaissance in Sector A1. No suspicious objects detected. Outcome: No Target Found
2024-10-20 12:51:38,Jet,F-16,F-16-475,Reconnaissance,Hilltop 4,RADAR capture: collected 481 images. Detected 1 suspicious object(s).,Missile,481,0,15% fuel,Target Engaged,F-16-475 performed Reconnaissance in Hilltop 4. Detected 481 suspicious objects. Outcome: Target Engaged
2025-03-22 09:55:38,Drone,MQ-9,MQ-9-72,Patrol,Perimeter North,RADAR capture: collected 431 images. Detected 1 suspicious object(s).,None,431,0,19% battery,Return to Base - Low Fuel,MQ-9-72 performed Patrol in Perimeter North. Detected 431 suspicious objects. Outcome: Return to Base - Low Fuel
2025-01-11 05:16:38,Drone,MQ-1,MQ-1-67,Surveillance,Sector A2,RADAR capture: collected 107 images. Detected 1 suspicious object(s).,None,107,0,82% battery,Target Engaged,MQ-1-67 performed Surveillance in Sector A2. Detected 107 suspicious objects. Outcome: Target Engaged
2024-11-08 08:28:38,Drone,Hermes 450,Hermes 450-96,Close Air Support,Perimeter North,Engagement: fired Cannon at fuel depot. Confirmed hits: 2. Estimated casualties: 0.,Cannon,0,0,31% battery,Return to Base - Low Fuel,Hermes 450-96 conducted a Close Air Support in Perimeter North. Weapons used: Cannon. Outcome: Return to Base - Low Fuel
2025-06-15 07:20:38,Jet,JAS 39,JAS 39-445,Patrol,Sector B1,Thermal Sensor capture: collected 487 images. Detected 2 suspicious object(s).,Unguided Rocket,487,0,46% fuel,Return to Base - Low Fuel,JAS 39-445 performed Patrol in Sector B1. Detected 487 suspicious objects. Outcome: Return to Base - Low Fuel
2025-07-22 19:28:38,Jet,F-18,F-18-945,Patrol,Zone X5,Thermal Sensor capture: collected 289 images. Detected 1 suspicious object(s).,Precision-Guided Munition,289,0,75% fuel,Return to Base - Low Fuel,F-18-945 performed Patrol in Zone X5. Detected 289 suspicious objects. Outcome: Return to Base - Low Fuel
2024-09-15 10:54:38,Jet,Typhoon,Typhoon-563,Electronic Warfare,Perimeter North,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 1. Estimated casualties: 1.,Precision-Guided Munition,0,1,5% fuel,Mission Completed,Typhoon-563 conducted a Electronic Warfare in Perimeter North. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2025-06-25 04:27:38,Drone,MQ-1,MQ-1-41,Surveillance,Zone X3,Camera capture: collected 302 images. No suspicious objects detected.,None,0,0,55% battery,Mission Completed,MQ-1-41 performed Surveillance in Zone X3. No suspicious objects detected. Outcome: Mission Completed
2025-01-23 20:57:38,Jet,Typhoon,Typhoon-696,Reconnaissance,Sector B2,RADAR capture: collected 302 images. Detected 3 suspicious object(s).,Camera,302,0,98% fuel,Mission Completed,Typhoon-696 performed Reconnaissance in Sector B2. Detected 302 suspicious objects. Outcome: Mission Completed
2024-11-02 07:33:38,Jet,F-18,F-18-277,Electronic Warfare,Hilltop 4,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 2. Estimated casualties: 0.,Precision-Guided Munition,0,0,12% fuel,Return to Base - Low Fuel,F-18-277 conducted a Electronic Warfare in Hilltop 4. Weapons used: Precision-Guided Munition. Outcome: Return to Base - Low Fuel
2024-11-14 19:39:38,Jet,Typhoon,Typhoon-936,Electronic Warfare,Perimeter North,Engagement: fired Precision-Guided Munition at radar installation. Confirmed hits: 2. Estimated casualties: 0.,Precision-Guided Munition,0,0,44% fuel,Target Engaged,Typhoon-936 conducted a Electronic Warfare in Perimeter North. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-05-30 10:06:38,Jet,JAS 39,JAS 39-678,Reconnaissance,Zone X5,RADAR capture: collected 88 images. No suspicious objects detected.,Cannon,0,0,55% fuel,Return to Base - Low Fuel,JAS 39-678 performed Reconnaissance in Zone X5. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2024-11-28 16:13:38,Drone,MQ-1,MQ-1-56,Strike/Attack,Perimeter North,Engagement: fired Cannon at armored vehicle. Confirmed hits: 0. Estimated casualties: 3.,Cannon,0,3,61% battery,Mission Completed,MQ-1-56 conducted a Strike/Attack in Perimeter North. Weapons used: Cannon. Outcome: Mission Completed
2024-11-23 03:27:38,Jet,JAS 39,JAS 39-544,Patrol,Sector B1,Thermal Sensor capture: collected 111 images. Detected 4 suspicious object(s).,Cannon,111,0,78% fuel,Mission Completed,JAS 39-544 performed Patrol in Sector B1. Detected 111 suspicious objects. Outcome: Mission Completed
2025-02-27 09:51:38,Drone,MQ-1,MQ-1-10,Strike/Attack,Perimeter North,Engagement: fired Precision-Guided Munition at radar installation. Confirmed hits: 0. Estimated casualties: 5.,Precision-Guided Munition,0,5,62% battery,Target Engaged,MQ-1-10 conducted a Strike/Attack in Perimeter North. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-08-15 12:41:38,Jet,MiG-29,MiG-29-428,Strike/Attack,Hilltop 4,Engagement: fired Missile at fuel depot. Confirmed hits: 1. Estimated casualties: 3.,Missile,0,3,61% fuel,Target Engaged,MiG-29-428 conducted a Strike/Attack in Hilltop 4. Weapons used: Missile. Outcome: Target Engaged
2025-08-30 23:01:38,Jet,F-16,F-16-937,Reconnaissance,Sector B2,Camera capture: collected 397 images. No suspicious objects detected.,Cannon,0,0,11% fuel,Mission Completed,F-16-937 performed Reconnaissance in Sector B2. No suspicious objects detected. Outcome: Mission Completed
